Rank,Name,Global_Sales,,platform,Genre,Publisher,NA_Sales,¯Êº|
14521,BRAHMA Force: The Assault on Beltlogger 9,0.03,,13,7,550,0.02,
14522,Petz: Dolphinz Encounter,0.03,,4,8,6,0.01,
14523,Star Trek: Tactical Assault,0.03,,16,12,6,0.02,
14524,Katekyoo Hitman Reborn! 4: Ore ga Boss! Saikyou Family Taisen,0.03,,4,9,334,0,
14525,Samurai Spirits: Tenkaichi Kenkakuden,0.03,,7,11,65,0,
14526,Robo Pit,0.03,,13,11,536,0.02,
14527,Emily Archer and the Curse of Tutankhamun,0.03,,4,10,513,0,
14528,Story Hour: Adventures,0.03,,1,10,98,0.03,
14529,Braid,0.03,,15,2,446,0,
14530,Muv-Luv Alternative: Total Eclipse,0.03,,6,8,44,0,
14531,R-Type III: The Third Lightning,0.03,,9,7,98,0.02,
14532,Star Wars: The Force Unleashed II,0.03,,15,9,18,0.03,
14533,Need for Speed (2015),0.03,,15,3,8,0,
14534,Hakuouki,0.03,,7,10,289,0,
14535,"Princess Natasha: Student, Secret Agent, Princess",0.03,,4,9,98,0.03,
14536,Atomic Betty,0.03,,9,5,12,0.02,
14537,Monster Hunter Frontier Online: Season 10,0.03,,5,4,10,0,
14538,Robin Hood: Defender of the Crown,0.03,,14,12,10,0.02,
14539,Street Jam Basketball,0.03,,9,1,98,0.02,
14540,Master of Monsters: Disciples of Gaia,0.03,,13,12,56,0.02,
14541,Armored Core: Last Raven Portable,0.03,,16,8,228,0,
14542,SD Gundam: Gashapon Wars,0.03,,1,12,26,0,
14543,Commander: Conquest of the Americas,0.03,,15,12,428,0,
14544,Curious George,0.03,,14,9,26,0.02,
14545,Disney's Aladdin,0.03,,9,2,10,0.02,
14546,Royal Palace of White Sword and The City of Gentiles,0.03,,15,4,3,0,
14547,Virtual Pool: Tournament Edition,0.03,,14,1,257,0.02,
14548,Kung Fu Panda: Showdown of Legendary Legen4,0.03,,5,9,525,0,
14549,Nippon no Asoko de,0.03,,16,6,4,0,
14550,007: Quantum of Solace,0.03,,15,9,5,0.01,
14551,MapleStory 4,0.03,,4,4,458,0,
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,0.03,,22,9,9,0,
14553,Pimp My Ride: Street Racing,0.03,,4,3,5,0.03,
14554,Let's Dance with Mel B,0.03,,6,1,138,0,
14555,Popeye: Rush for Spinach,0.03,,9,2,12,0.02,
14556,Culdcept,0.03,,7,12,9,0.01,
14557,Beyblade Evolution,0.03,,10,9,386,0.02,
14558,Pro Cycling Manager 2016,0.03,,15,1,224,0,
14559,Blue Breaker: Ken Yorimo Hohoemi o,0.03,,28,4,465,0,
14560,BeatMania IIDX 15: DJ Troopers,0.03,,7,8,15,0,
14561,Heathcliff! The Fast and the Furriest,0.03,,1,3,350,0.03,
14562,Hyperdimension Neptunia Vs. 9 Hard Girls: Yume no Gattai Special,0.03,,22,4,165,0,
14563,Planet of the Apes,0.03,,9,9,6,0.02,
14564,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,0.03,,16,6,65,0,
14565,Worms,0.03,,6,12,4,0,
14566,Drake & Josh: Talent Showdown,0.03,,4,10,29,0.03,
14567,Real World Golf,0.03,,14,1,522,0.02,
14568,Winx Club: Rockstars,0.03,,4,10,26,0,
14569,Hissatsu Pachinko Collection 3,0.03,,8,6,344,0,
14570,Oumagatoki: Kaidan Romance,0.03,,16,9,399,0,
14571,Jack Keane,0.03,,15,10,546,0,
14572,World of Zoo,0.03,,15,8,29,0,
14573,Kung Fu Panda: Legendary Warriors,0.03,,4,9,5,0.02,
14574,Mahjong Kakutou Club: Zenkoku Taisenban,0.03,,6,6,15,0,
14575,Hayate no Gotoku! Nightmare Paradise,0.03,,16,10,15,0,
14576,NBA 08,0.03,,16,1,4,0.03,
14577,Secret Files 2: Puritas Cordis,0.03,,1,10,186,0,
14578,Nanashi no Game Me,0.03,,4,9,17,0,
14579,Heroes of Hellas 2: Olympia,0.03,,4,5,65,0,
14580,Young Justice: Legacy,0.03,,10,9,26,0.03,
14581,Syberia,0.03,,15,9,494,0,
14582,Bladestorm: Nightmare,0.03,,6,9,326,0,
14583,NatGeo Challenge! Wild Life,0.03,,5,6,138,0,
14584,Higurashi no Naku Koro ni Iki,0.03,,22,9,547,0,
14585,Happi2sCharge PreCure! Kawarun Collection,0.03,,10,6,26,0,
14586,Battle vs. Chess,0.03,,15,6,311,0,
14587,Dream Pinball 3D,0.03,,4,6,360,0.03,
14588,DICE: DNA Integrated Cybernetic Enterprises,0.03,,7,7,26,0.01,
14589,Battlefield 1942: The WW II Anthology,0.03,,15,7,8,0.01,
14590,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,0.03,,4,9,26,0,
14591,Megpoid the Music#,0.03,,16,6,117,0,
14592,Game of Thro2 (Telltale),0.03,,17,10,324,0.03,
14593,Wallace & Gromit in Project Zoo,0.03,,14,2,130,0.02,
14594,Ru3y League Live,0.03,,6,1,282,0,
14595,Grid Runner,0.03,,13,9,19,0.02,
14596,Saihai no Yukue,0.03,,4,12,326,0,
14597,Metal Dungeon,0.03,,14,4,87,0.02,
14598,Drome Racers,0.03,,18,3,8,0.02,
14599,Guitar Freaks V & DrumMania V,0.03,,7,8,15,0,
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,0.03,,4,10,530,0,
14601,Driver: Parallel Li2,0.03,,1,3,6,0.01,
14602,Doom,0.03,,15,7,288,0.02,
14603,Gekido Advance: Kintaro's Revenge,0.03,,9,9,98,0.02,
14604,OZMAFIA!! -vivace-,0.03,,22,10,194,0,
14605,Girls Only,0.03,,4,8,226,0.03,
14606,Future Tactics: The Uprising,0.03,,14,12,570,0.02,
14607,Power Poke Dash,0.03,,9,1,15,0,
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series 4 Vol. 4: Shinseiki Evangelion - Saigo no Mono,0.03,,4,6,178,0,
14609,Detective Opera: Milky Holmes 2,0.03,,16,10,149,0,
14610,Turn It Around,0.03,,4,9,13,0.03,
14611,Blaze Union: Story to Reach the Future,0.03,,16,4,351,0,
14612,Attack on Titan (KOEI),0.03,,17,9,326,0.01,
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,0.03,,10,4,384,0,
14614,Race Driver 2006,0.03,,16,3,158,0.03,
14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,0.03,,4,10,59,0,
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,0.03,,9,9,29,0.02,
14617,My Hero Academia: Battle for All,0.03,,10,9,26,0,
14618,Nisekoi: Yomeiri!?,0.03,,22,10,15,0,
14619,New Tokyo Legacy: Operation Babel,0.03,,22,4,44,0,
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,0.03,,6,6,65,0,
14621,Ru3y League Live 3,0.03,,5,9,306,0,
14622,Triple Pack: Xbox Live Arcade Compilation,0.03,,5,6,2,0.03,
14623,101-in-1 Sports Party Megamix,0.03,,1,1,449,0.02,
14624,Roa4ters,0.03,,13,3,316,0.02,
14625,The Croo4: Prehistoric Party!,0.03,,19,6,178,0.01,
14626,Exist Archive: The Other Side of the Sky,0.03,,11,4,57,0,
14627,DeathSmiles II,0.03,,5,7,150,0,
14628,Romance of the Three Kingdoms II,0.03,,10,12,326,0,
14629,Calcio Bit,0.03,,9,1,1,0,
14630,Monsters vs. Aliens,0.03,,15,9,5,0.01,
14631,Whiteout,0.03,,14,3,15,0.02,
14632,Hyakumanton no Bara Bara,0.03,,16,12,4,0,
14633,Galaxy Angel II: Zettairyouiki no Tobira,0.03,,7,12,148,0,
14634,The Great Mystery Hidden Object Package 5,0.03,,15,10,383,0,
14635,1000 Cooking Recipes from ELLE ? table,0.03,,4,6,1,0,
14636,Hajime no Ippo: The Fighting,0.03,,9,11,213,0,
14637,Merv Griffin's Crosswor4,0.03,,4,5,67,0.03,
14638,Stellaris,0.03,,15,12,428,0,
14639,Spectral Souls: Resurrection of the Ethereal Empires,0.03,,16,4,289,0.03,
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,0.03,,16,10,289,0,
14641,Syberia II,0.03,,14,10,6,0.02,
14642,PopCap Hits! Vol 2,0.03,,5,6,513,0,
14643,Ao no Kanata no Four Rhythm,0.03,,22,10,65,0,
14644,Motor Trend presents Lotus Challenge,0.03,,14,3,87,0.02,
14645,Mystery Trackers: The Void,0.03,,15,5,224,0,
14646,Trine 2,0.03,,19,2,125,0,
14647,Bleach 4 4th: Flame Bringer,0.03,,4,9,9,0,
14648,Pacific Liberator,0.03,,1,9,99,0.03,
14649,Botanicula,0.03,,15,10,180,0,
14650,Parfait,0.03,,22,10,321,0,
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,0.03,,4,10,530,0,
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,0.03,,16,11,366,0,
14653,Puzzle Challenge: Crosswor4 and More!,0.03,,1,5,169,0.03,
14654,Nisenochigiri: Omoide no Saki e,0.03,,16,10,289,0,
14655,Ru3y League Live,0.03,,5,1,282,0,
14656,Age of Conan: Rise of the Go4layer,0.03,,15,4,231,0,
14657,Totally Spies! Totally Party,0.03,,15,6,6,0,
14658,Battlefield Vietnam,0.03,,15,7,8,0,
14659,In Cold Blood,0.03,,13,10,4,0.02,
14660,Mega Minis Volume 2,0.03,,16,6,4,0,
14661,Kamigami no Asobi,0.03,,16,10,148,0,
14662,Fireblade,0.03,,18,9,491,0.02,
14663,Kong: King of Atlantis,0.03,,9,9,29,0.02,
14664,Kidou Senshi V Gundam,0.03,,8,9,26,0,
14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,0.03,,4,9,15,0,
14666,The Settlers II 10th Anniversary,0.03,,15,9,6,0,
14667,Wrestle Angels: Survivor 2,0.03,,7,11,305,0,
14668,Onechanbara Z Kagura,0.03,,5,9,178,0,
14669,Ride,0.03,,15,3,489,0,
14670,The King of Fighters 02/03,0.03,,14,11,366,0.02,
14671,ESPN Winter X Games: Snowboarding 2002,0.03,,14,1,15,0.02,
14672,Betty Boop's Double Shift,0.03,,4,5,98,0.03,
14673,Warhammer: Mark of Chaos,0.03,,15,12,186,0,
14674,Tsuku Monogatari,0.03,,16,10,234,0,
14675,Vitamin Z,0.03,,7,10,178,0,
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,0.03,,16,10,59,0,
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,0.03,,16,10,94,0,
14678,Harukanaru Toki no Naka de 5: Kazahanaki,0.03,,16,4,51,0,
14679,Tom and Jerry in War of the Whiskers,0.03,,14,11,65,0.02,
14680,Nobunaga no Yabou 4 2,0.03,,4,12,326,0,
14681,The IdolM@ster: Gravure For You! Vol. 6,0.03,,6,9,26,0,
14682,Schlag den Raab,0.03,,15,6,26,0,
14683,Ghostbusters (2016),0.03,,11,9,5,0.02,
14684,Secrets of the Titanic,0.03,,4,9,128,0,
14685,Metal Saga: Hagane no Kisetsu,0.03,,4,4,348,0,
14686,Animaniacs: The Great Edgar Hunt,0.03,,18,2,292,0.02,
14687,Safari Adventures: Africa,0.03,,4,10,463,0.03,
14688,Harukanaru Toki no Naka de 6,0.03,,22,9,326,0,
14689,Dream Club Zero Portable,0.03,,22,8,178,0,
14690,Samurai Warriors 2,0.03,,6,9,326,0,
14691,Cossacks: European Wars,0.03,,15,12,349,0,
14692,The Island of Dr. Frankenstein,0.03,,1,10,350,0.03,
14693,TV Total Events,0.03,,1,6,46,0,
14694,Battle Arena Toshinden URA,0.03,,23,11,9,0,
14695,Darius Burst: Chronicle Saviours,0.03,,22,9,549,0,
14696,Biohazard: Revival Selection,0.03,,5,9,10,0,
14697,Labyrinth Cross Blood: Infinity,0.03,,22,4,176,0,
14698,Prince of Persia (2008),0.03,,15,9,6,0,
14699,Super Duper Sumos,0.03,,9,9,65,0.02,
14700,HotBrain,0.03,,16,5,491,0.02,
14701,UK Truck Simulator,0.03,,15,8,472,0,
14702,Gudetama: Hanjuku de Tanomuwa,0.03,,10,9,384,0,
14703,MechAssault: Phantom War,0.03,,4,8,34,0.03,
14704,Magicka,0.03,,15,4,428,0,
14705,Star Trek: The Game,0.03,,15,9,26,0,
14706,Moto Racer 4,0.03,,4,3,450,0,
14707,The Last Guy,0.03,,6,9,4,0,
14708,Disney Sports Soccer,0.03,,9,1,15,0.02,
14709,Akane Iro ni Somaru Saka Parallel,0.03,,7,10,258,0,
14710,Otome wa Oa2ama ni Koi Shiteru Portable: 2-Jin no Elder,0.03,,16,10,59,0,
14711,Monster Hunter Frontier Online: Forward 1,0.03,,5,4,10,0,
14712,X3: Terran Conflict,0.03,,15,8,186,0,
14713,Timeshock! Pro Pinball,0.03,,13,6,205,0.02,
14714,Max Payne,0.03,,9,7,3,0.02,
14715,D1 Professional Drift Grand Prix Series,0.03,,7,3,95,0.01,
14716,Starry ? Sky: In Winter,0.03,,16,6,117,0,
14717,Little Bears,0.03,,4,8,382,0.03,
14718,Rush Hour,0.03,,13,6,403,0.02,
14719,Pro Cast Sports Fishing,0.03,,14,1,10,0.02,
14720,Gintama: Banji Oku Chuubu!,0.03,,1,9,26,0,
14721,Aegis of Earth: Protonovus Assault,0.03,,6,9,406,0.01,
14722,Saka Agari Hurricane Portable,0.03,,16,10,59,0,
14723,Negima!? Dream Tactic Yumemiru Otome Princess,0.03,,7,12,15,0,
14724,King Arthur II,0.03,,15,12,428,0,
14725,Max Payne 2: The Fall of Max Payne,0.03,,15,7,3,0,
14726,Dakar 2: The World's Ultimate Rally,0.03,,18,3,31,0.02,
14727,NBA 2K7,0.03,,14,1,3,0.02,
14728,Auto Modellista,0.03,,18,3,10,0.02,
14729,Jewel Match 2,0.03,,4,5,200,0,
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",0.03,,16,6,289,0,
14731,MySims,0.03,,15,8,8,0,
14732,Guild Wars: Nightfall,0.03,,15,4,467,0,
14733,Greg Hastings' Tournament Paintball Max'd,0.03,,9,7,5,0.02,
14734,Dave Mirra Freestyle BMX 3,0.03,,9,1,31,0.02,
14735,My Animal Centre,0.03,,1,8,186,0,
14736,Eco Creatures: Save The Forest,0.03,,4,10,386,0.03,
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,0.03,,4,10,170,0,
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,0.03,,4,9,26,0,
14739,Dragon Tamer: Sound Spirit,0.03,,4,4,26,0,
14740,Frogger: Ancient Shadow,0.03,,14,2,15,0.02,
14741,Pro Evolution Soccer 2017,0.03,,17,1,15,0,
14742,La Pucelle: Ragnarok,0.03,,16,4,453,0,
14743,Kiniro no Corda 2 f Encore,0.03,,16,4,326,0,
14744,Darius II,0.03,,23,7,336,0,
14745,Jewel Quest 5: The Sleepless Star,0.03,,4,9,528,0,
14746,RollerCoaster Tycoon 2: Triple Thrill Pack,0.03,,15,12,12,0,
14747,Bleach: Soul Carnival 2,0.03,,16,11,4,0,
14748,ParaParaParadise,0.03,,7,6,15,0,
14749,Tiger & Bunny: On-Air Jack!,0.03,,16,9,26,0,
14750,Pro Evolution Soccer 2012,0.03,,10,9,15,0.02,
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,0.03,,6,9,26,0,
14752,Warship Gunner 2,0.03,,7,8,326,0.01,
14753,Gotcha Force,0.03,,18,7,10,0.01,
14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,0.03,,7,11,131,0,
14755,Star Wars The Clone Wars: Republic Heroes,0.03,,15,9,18,0,
14756,CID The Dummy,0.03,,16,2,437,0.02,
14757,Xblaze: Lost Memories,0.03,,22,10,108,0.02,
14758,DiRT Rally,0.03,,15,3,158,0,
14759,The Perfect Golf,0.03,,13,1,373,0,
14760,Let's Sing 2016,0.03,,11,9,235,0.02,
14761,Wrestle Kingdom,0.03,,7,11,95,0,
14762,Demon Driver: Time to Burn Rubber!,0.03,,9,3,292,0.02,
14763,The Golf Club,0.03,,17,1,65,0.02,
14764,Bigfoot King of Crush,0.03,,1,3,99,0.02,
14765,Mojo!,0.03,,14,5,195,0.02,
14766,Infinite Stratos 2: Ignition Hearts,0.03,,6,10,44,0,
14767,Cabela's Big Game Hunter: Pro Hunts,0.03,,5,7,5,0.02,
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,0.03,,7,10,15,0,
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,0.03,,10,11,108,0,
14770,The Sims 2: Bon Voyage,0.03,,15,8,8,0.01,
14771,Buffy the Vampire Slayer: Chaos Blee4,0.03,,18,9,24,0.02,
14772,Clannad,0.03,,5,10,404,0,
14773,Brothers Conflict: Passion Pink,0.03,,16,9,289,0,
14774,Kuryuu Youma Gakuenki Recharge,0.03,,7,10,125,0,
14775,My Frogger: Toy Trials,0.03,,4,9,15,0.02,
14776,Jet Grind Radio,0.03,,9,9,9,0.02,
14777,Farm Frenzy 3,0.03,,4,12,65,0,
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,0.03,,4,9,381,0,
14779,34 Classic Collection,0.03,,10,6,9,0.02,
14780,Baldur's Gate: Dark Alliance,0.03,,9,4,187,0.02,
14781,GRID Autosport,0.03,,15,3,158,0,
14782,The Adventures of Lomax,0.03,,13,2,403,0.01,
14783,Neverwinter Nights Diamond,0.03,,15,4,12,0,
14784,Divinity II: Flames of Vengeance,0.03,,15,4,197,0,
14785,Under the Skin,0.03,,7,9,10,0.01,
14786,Battlefield 2142,0.03,,15,7,8,0,
14787,Kabu Trader Shun,0.03,,4,9,10,0,
14788,Air Conflicts: Secret Wars,0.03,,15,8,137,0,
14789,Poy Poy,0.03,,13,9,15,0.01,
14790,Hermie Hopperhead: Scrap Panic,0.03,,13,2,4,0,
14791,Lost Planet 2,0.03,,15,7,10,0,
14792,NHL 07,0.03,,14,1,8,0.02,
14793,DrumMania 7th Mix,0.03,,7,8,15,0,
14794,Runabout 3: Neo Age,0.03,,7,3,130,0,
14795,AM2IA World,0.03,,22,10,289,0,
14796,Captain Morgane and the Golden Turtle,0.03,,6,10,390,0,
14797,Bully: Scholarship Edition,0.03,,15,9,3,0,
14798,My Ballet Studio,0.03,,1,8,13,0.02,
14799,Guild Wars,0.03,,15,4,467,0.02,
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,0.03,,16,10,404,0,
14801,Archer Maclean Presents: Pool Paradise,0.03,,18,1,292,0.02,
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,0.03,,16,12,562,0,
14803,Battlezone,0.03,,16,7,12,0.02,
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,0.03,,4,1,515,0,
14805,Medal of Honor: Vanguard,0.03,,7,7,8,0,
14806,Touch Shot! Love Application,0.03,,6,10,165,0,
14807,Nanotek Warrior,0.03,,13,7,19,0.01,
14808,Galileo,0.03,,4,10,178,0,
14809,Cake Mania: Baker's Challenge,0.03,,7,5,188,0.01,
14810,Captain Tsubasa J: The Way to World Youth,0.03,,8,1,26,0,
14811,Super Monkey Ball Adventure,0.03,,7,2,9,0.01,
14812,Alien Breed Trilogy,0.03,,5,7,513,0,
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,0.03,,22,8,234,0,
14814,Sengoku Basara: Sanada Yukimura-Den,0.03,,11,9,10,0,
14815,CID The Dummy,0.03,,1,2,437,0.02,
14816,Kisuato,0.03,,22,10,321,0,
14817,Madden NFL 07,0.03,,9,1,8,0.02,
14818,Renegade Racers,0.03,,13,3,556,0.01,
14819,The Legend of Korra (34),0.03,,10,12,5,0.02,
14820,AniMates!,0.03,,4,8,529,0.02,
14821,Monster High 13 Wishes,0.03,,19,9,525,0.02,
14822,Franklin the Turtle,0.03,,9,6,241,0.02,
14823,Steins;Gate 0,0.03,,6,10,44,0,
14824,Catan,0.03,,4,12,153,0,
14825,Backyard NFL Football,0.03,,1,1,12,0.02,
14826,Captain Morgane and the Golden Turtle,0.03,,15,10,390,0,
14827,Gauntlet / Rampart,0.03,,9,6,98,0.02,
14828,Age of Empires III: Gold Edition,0.03,,15,12,2,0,
14829,Let's Play Ballerina,0.03,,1,1,186,0.02,
14830,Disney Pla2 Fire & Rescue,0.03,,19,9,33,0.01,
14831,Dream Girl Premier,0.03,,10,6,59,0,
14832,River King: Wonderful Journey,0.03,,7,1,13,0.01,
14833,Senran Kagura: Bon App?tit!,0.03,,22,6,517,0,
14834,Ducati Moto,0.03,,4,3,76,0.02,
14835,Justice League Heroes: The Flash,0.03,,9,9,22,0.02,
14836,Pop Cutie! Street Fashion Simulation (JP sales),0.03,,4,8,326,0,
14837,The Peanuts Movie: Snoopy's Grand Adventure,0.03,,11,9,5,0,
14838,Kawasaki Snowmobiles,0.03,,1,3,497,0.02,
14839,Dungeon Siege II,0.03,,15,4,2,0,
14840,Bae Yong-joon to Manabu Kankokugo 4,0.03,,4,6,178,0,
14841,World War II Combat: Road To Berlin,0.03,,14,7,265,0.02,
14842,Metal Saga,0.03,,7,4,348,0.01,
14843,Imagine: Sweet 16,0.03,,4,8,6,0.02,
14844,SWAT 4,0.03,,15,7,24,0,
14845,Last Escort 2: Shinya no Amai Toge,0.03,,7,10,178,0,
14846,Pop'n Music 13 Carnival,0.03,,7,8,15,0,
14847,Magicka Collection,0.03,,15,10,65,0,
14848,Bookworm,0.03,,9,5,65,0.02,
14849,Tokushu Houdoubu,0.03,,22,10,453,0,
14850,Terraria,0.03,,19,9,13,0,
14851,My DoItAll,0.03,,4,6,312,0.02,
14852,Legacy of Ys: Books I & II,0.03,,4,4,65,0.02,
14853,Shakugan no Shana,0.03,,7,10,503,0,
14854,Monster Mayhem: Build and Battle,0.03,,1,8,100,0.02,
14855,I Heart Geeks,0.03,,4,5,153,0.02,
14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,0.03,,4,9,359,0,
14857,The Lord of the Rings: Conquest,0.03,,15,9,8,0,
14858,The King of Fighters: Maximum Impact - Maniax,0.03,,14,11,65,0.02,
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,0.03,,16,10,289,0,
14860,Little Busters! Converted Edition,0.03,,22,9,404,0,
14861,Hankou Shashin,0.03,,23,10,299,0,
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,0.03,,22,4,289,0,
14863,Marker Man Adventures,0.03,,4,2,34,0.02,
14864,10 Digital Collection,0.03,,5,9,10,0.02,
14865,Pro Yakyuu Family Stadium,0.03,,1,1,26,0,
14866,Open Season,0.03,,7,2,6,0.01,
14867,Monster Hunter Frontier Online: Forward 2,0.03,,5,4,10,0,
14868,Moyashimon 4,0.03,,4,9,334,0,
14869,A Ressha de Gyoukou 2001,0.03,,7,8,112,0,
14870,Diabolik Lovers: Lunatic Parade,0.03,,22,10,289,0,
14871,Let's Dance with Mel B,0.03,,1,1,138,0,
14872,Battlestations: Pacific,0.03,,15,12,22,0,
14873,Neverwinter Nights 2,0.03,,15,4,12,0,
14874,Starry ? Sky: In Autumn,0.03,,16,6,117,0,
14875,Battlefield 1942,0.03,,15,7,8,0.01,
14876,Back to the Future: The Game,0.03,,5,10,324,0.02,
14877,Pitball,0.03,,13,1,317,0.01,
14878,X-Men Origins: Wolverine - Uncaged Edition,0.03,,15,9,5,0.02,
14879,Combat Wings: The Great Battles of W1,0.03,,1,8,155,0.02,
14880,D.C. III: Da Capo III,0.03,,16,10,549,0,
14881,Judge Dredd: Dredd Vs Death,0.03,,7,7,130,0.01,
14882,Ocean Commander,0.03,,1,8,66,0.02,
14883,Drome Racers,0.03,,9,3,29,0.02,
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,0.03,,16,10,289,0,
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,0.03,,11,6,26,0,
14886,Tank Beat,0.03,,4,12,492,0.01,
14887,LEGO Pirates of the Caribbean: The Video Game,0.03,,15,9,33,0.02,
14888,Turbo: Super Stunt Squad,0.03,,19,1,178,0,
14889,Jurassic Park: Operation Ge2is,0.03,,15,8,24,0,
14890,The Peanuts Movie: Snoopy's Grand Adventure,0.03,,5,9,5,0,
14891,Tenkaichi * Sengoku Lovers,0.03,,4,10,384,0,
14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,0.03,,6,6,430,0,
14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,0.03,,7,6,9,0,
14894,Bode Miller Alpine Skiing,0.03,,7,1,66,0.01,
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,0.03,,9,4,515,0,
14896,R-Type Delta,0.03,,13,7,562,0.01,
14897,Angelique: Maren no Rokukishi,0.03,,16,10,289,0,
14898,Soul Eater: Battle Resonance,0.03,,16,9,26,0,
14899,Psycho-Pass: Mandatory Happi2s,0.03,,11,10,453,0.02,
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series 4 Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,0.03,,4,6,178,0,
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,0.03,,8,9,131,0,
14902,Napoleon Dynamite: The Game,0.03,,4,5,169,0.02,
14903,Shinseiki Evangelion Ayanami Ikusei Keikaku 4 with Asuka Hokan Keikaku,0.03,,4,8,148,0,
14904,Rock 'N' Roll Adventures,0.03,,1,2,409,0.02,
14905,War Go4,0.03,,13,11,14,0.01,
14906,Evangelion: Jo,0.03,,7,9,26,0,
14907,Doki Oki,0.03,,13,10,131,0,
14908,Gakuen Alice: WakuWaku * Happy Frien4,0.03,,4,10,541,0,
14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,0.03,,22,10,154,0,
14910,Konohana 2: Todoke Kanai Requiem,0.03,,7,10,348,0,
14911,Derby Time 2006,0.03,,16,1,4,0,
14912,Yuusha Shisu.,0.02,,22,4,453,0,
14913,Monster Mayhem: Build and Battle,0.02,,4,8,100,0.02,
14914,Senjou no Waltz,0.02,,22,10,289,0,
14915,Chuck E. Cheese's Sports Games,0.02,,1,1,61,0.02,
14916,Ghostbusters (2016),0.02,,17,9,5,0.02,
14917,Stronghold 2 Deluxe,0.02,,15,12,3,0,
14918,MAPLUS: Portable Navi 3,0.02,,16,6,202,0,
14919,DEATH NOTE: L o Tsugu Mono,0.02,,4,10,15,0,
14920,ZooCube,0.02,,18,5,31,0.02,
14921,Puppet Show 3: Lost Town,0.02,,15,5,224,0,
14922,Star Wars: Empire at War - Forces of Corruption,0.02,,15,12,18,0,
14923,Spy Hunter / Super Sprint,0.02,,9,3,98,0.02,
14924,Otometeki Koi Kakumei * Love Revo! Portable,0.02,,16,10,289,0,
14925,Clover no Kuni no Alice: Wonderful Wonder World,0.02,,7,10,404,0,
14926,Room Zoom: Race for Impact,0.02,,14,3,567,0.02,
14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,0.02,,22,10,44,0,
14928,Tube Slider,0.02,,18,3,65,0.02,
14929,Ghost Pirates of Vooju Island,0.02,,15,10,197,0,
14930,America Oudan Ultra-Quiz,0.02,,23,6,73,0,
14931,DoDonPachi Dai-Oujou: Black Label Extra,0.02,,5,7,44,0,
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japa2e!,0.02,,4,6,414,0,
14933,ParaWorld,0.02,,15,12,186,0,
14934,Tropico Reloaded,0.02,,15,12,546,0,
14935,Shinseiki Evangelion: Battle Orchestra,0.02,,7,11,148,0,
14936,Pharaoh,0.02,,15,12,24,0,
14937,Vampire Mansion: Linda Hyde,0.02,,4,10,65,0,
